hgnc_symbol	adipose	colon	heart	hypothalamus	kidney
PDYN	0	0.06	0	3.082	0
PDZK1	0.035	0.012	0.035	0.09	32.506
CDC42BPA	6.201	3.43	7.204	11.386	9.071
PES1	3.815	3.103	2.959	5.226	5.943
PEX1	3.964	2.312	4.016	5.292	6.571
PEX12	0.479	0.393	0.938	1.074	0.954
PEX16	0.394	0.348	0.252	1.091	0.806
PEX3	1.776	0.696	2.82	3.31	4.23
PFDN4	3.547	1.777	4.39	9.909	2.989
PFDN6	6.676	5.022	11.298	19.646	10.644
PFN4	0.19	0	0	0.049	0.144
PGAP3	0.465	0.804	0.375	0.465	1.173
PGBD1	0.563	0.285	0.675	1.063	0.829
PGGT1B	2.666	2.141	1.606	2.293	2.325
PGLYRP3	0	0	0	0	0
PGM1	12.205	6.852	27.793	4.382	6.538
PHACTR1	0.666	0.789	12.781	13.587	1.526
PHF10	1.893	1.233	3.263	3.748	2.145
PHF20	2.214	1.266	3.397	4.909	2.069
PHF21A	1.504	1.651	2.672	3.183	1.589
PHF23	1.154	1.894	1.318	2.251	1.775
PHF3	15.54	5.16	17.051	18.757	18.48
PHF5A	2.62	2.97	2.503	4.305	2.263
PHKG1	0.488	0.593	1.811	1.086	0.181
PHLDA2	0.519	1.649	0.304	0.618	0.101
CDCA2	0.168	0.401	0.977	0.081	0.035
PHOX2B	0	0.017	0.006	0	0
PI3	0	0.884	0.067	0	0.168
PI4K2B	1.162	0.964	1.056	0.505	1.905
PI4KB	2.38	1.778	1.574	2.543	1.891
CDCA3	0.063	0.11	0	0	0.016
PIGB	1.086	0.667	0.781	1.173	2.025
PIGU	0.16	0.225	0.102	0.579	0.293
PIGV	1.413	1.261	0.717	1.955	2.642
PIGX	1.922	1.922	2.112	5.464	2.564
PIGZ	0.163	0.971	0.29	0.365	0.11
PIK3C2B	1.574	2.35	0.814	1.37	1.056
PIK3R1	33.137	6.147	29.803	35.696	22.786
PIK3R5	0.911	0.273	0.551	0.128	0.126
PINX1	1.473	0.958	1.157	1.303	1.381
PION	1.209	0.53	1.078	0.559	1.779
PIP4K2B	3.735	2.414	3.607	15.527	3.151
PIP5K1B	0.636	4.922	10.831	9.836	2.201
PIP5K1C	0.451	0.688	0.669	1.411	0.481
PIRT	0	0.349	0	1.399	0.021
PISRT1	0	0	0	0	0
PITPNC1	3.766	2.728	2.587	10.896	2.06
PITRM1	2.316	1.957	4.984	4.122	3.643
CDGAP	2.613	0.637	2.988	1.501	1.024
PKD1L1	0.167	0.077	0.037	0.021	0.016
CDKN2BAS	0.105	0.913	0.185	0.237	0.058
PKM2	34.972	24.815	56.722	83.502	47.839
PKN2	5.366	2.136	4.047	3.315	4.969
PKP3	0	0.888	0	0	0.053
PLA2G10	0	1.702	0.075	0.076	0.074
PLA2G2D	0.042	0.147	0.035	0.014	0.106
PLA2G2E	0	0	0	0	0
PLA2G4D	0	0.014	0	0	0
PLA2G5	0.058	0.244	3.661	0.58	0
PLAA	4.374	1.921	5.774	4.942	4.75
PLAC1	0	0	0	0	0
PLAC1L	0	0	0	0	0
PLCB2	3.109	3.849	1.865	2.309	0.658
PLCG1	3.6	6.589	4.677	5.55	4.192
PLCH2	0.015	0.133	0	0.517	0.468
PLCL1	1.59	0.977	15.069	10.674	9.304
PLCL2	4.163	3.37	12.934	9.204	6.587
PLCZ1	0	0	0.054	0	0.518
CHD5	0	0.192	0.008	7.793	0.083
PLEK	22.364	2.489	10.079	7.586	1.976
PLEKHA1	3.609	2.43	10.606	7.49	13.074
PLEKHA2	3.118	3.273	7.105	4.682	5.377
PLEKHG4B	0.006	0.042	0.003	0.082	0.095
PLEKHG7	0.022	0.039	0.006	0.012	0.096
PLEKHH3	0.132	0.025	0.043	0.012	0.097
PLEKHO1	7.708	8.757	14.994	9.877	1.837
PLGLB2	0	0	0	0	0
PLIN1	199.842	8.148	3.446	0.223	0.474
PLS3	13.177	1.69	14.735	8.835	14.626
PLTP	18.903	5.276	77.137	24.012	13.115
PLUNC	0	0	0	0	0
PLXDC2	6.667	2.776	5.009	6.88	6.826
CHD7	1.469	2.528	2.416	2.492	2.65
PMP22	5.148	1.972	9.047	5.04	1.3
PMPCA	1.2	1.076	2.796	2.313	2.202
PMS1	2.028	0.468	1.857	2.649	1.83
PMS2L2	0.193	0.135	0	0	0.122
CIC	0.228	0.413	0.446	0.858	0.552
PNKP	1.07	1.663	0.587	0.596	1.102
PNLIPRP3	0.032	0	0.008	0	0.016
PNMT	0	0	0.113	0.033	0
PNN	19.643	15.902	25.683	29.358	30.295
PNOC	0	0.043	0.031	0.285	0.031
PNPLA7	0.191	0.102	0.031	0.11	0.069
PNPLA8	4.223	1.02	8.999	9.456	6.355
PODNL1	0.012	0.135	0.025	0.087	0.024
POLB	3.996	1.062	4.753	7.915	2.931
POLD2	0.963	1.059	1.652	1.443	1.192
POLD4	0.811	1.136	0.784	0.12	1.209
POLG	1.507	1.756	1.963	1.392	2.27
CMAS	2.025	2.762	3.994	9.946	3.419
POLR1E	1.901	2.178	3.218	3.413	1.35
POLR2C	1.14	0.613	0.651	1.89	1.47
POLR2K	13.879	6.382	14.418	28.447	13.882
POLR3E	2.467	3.129	3.428	3.564	3.16
POLR3F	2.32	0.526	3.602	4.91	3.918
POLR3G	0.246	0.172	0.318	0.842	0.265
POM121	0.398	0.394	0.382	0.569	0.782
POM121L12	0	0	0	0	0
POM121L4P	0.068	0.392	0.034	0.122	0.077
POMC	0	0.021	0.06	0.213	0.074
POP4	4.091	1.199	6.08	5.083	5.246
POP5	2.073	0.355	2.292	2.567	2.722
POP7	1.261	1.49	1.42	4.635	2.188
POU4F1	0	0.013	0	0.05	0
PPAN-P2RY11	0	0	0	0	0
PPAPDC3	0.14	0.037	0.747	0.235	0.115
PPARA	1.29	2.568	6.744	1.574	8.925
PPARGC1B	0.687	2.649	0.932	0.407	0.409
CNOT1	8.458	9.769	10.938	8.728	12.731
PPEF2	0	0.008	0.005	0	0
PPFIA4	0.015	0.056	0.211	1.329	0.055
PPIAL4E	0.141	0.066	0.048	0.048	0.118
PPIAL4F	0	0	0	0	0
PPIE	2.899	2.966	2.438	3.373	3.315
PPIH	0.597	1.125	0.326	0.9	0.834
PPM1F	0.47	0.439	0.358	0.728	0.522
PPM1H	0.426	0.415	0.388	4.566	2.357
PPM1L	2.235	1.237	3.312	7.327	2.275
PPP1R12C	0.98	2.163	2.091	1.879	0.482
PPP1R14C	0.017	0.605	2.85	1.2	0.47
PPP1R1A	32.135	1.584	8.244	5.681	14.73
PPP1R2	1.908	1.336	3.632	6.014	2.841
PPP1R3D	0.477	0.275	1.049	0.776	0.706
PPP1R7	16.216	7.975	17.445	33.465	13.637
COLEC11	0.159	0.074	0.216	0	0.751
PPP2CA	5.53	5.555	15.644	25.145	10.453
PPP2R1B	26.517	2.853	1.46	2.349	2.585
PPP2R2A	8.127	3.493	11.1	13.453	7.705
PPP2R5A	26.319	5.015	17.247	7.777	9.721
PPP4C	2.29	2.666	1.191	1.537	1.63
PPP4R1L	1.485	3.378	0.552	0.537	1.206
CPNE5	0.121	0.216	1.055	3.041	0.089
PPPDE1	4.119	3.714	5.863	2.194	3.398
PPRC1	0.949	1.161	1.935	2.023	1.153
PPTC7	2.126	1.427	7.078	3.852	3.641
PPWD1	8.816	5.511	8.516	9.73	9.717
PRAF2	2.122	1.792	4.517	11.76	3.376
CRIM1	27.455	5.637	20.021	17.316	24.312
CROCCL1	0.208	0.335	0.349	0.645	0.904
PRAMEF10	0	0	0	0	0
PRAMEF13	0	0	0	0	0
PRAMEF15	0	0	0	0	0
PRAMEF21	0	0	0	0	0
PRAMEF6	0	0	0	0	0
PRDM11	0.148	0.162	0.217	0.221	0.158
PRDM4	1.903	1.646	2.248	2.624	4.442
PRDM8	0.235	0.378	0.185	3.124	0.136
PREX2	7.52	1.288	4.083	11.097	1.821
PRG1	0	0	0	0	0.15
CSN1S2B	0	0	0	0	0
CSPG4P2	0	0	0	0	0
PRIM2	0.499	0.237	0.278	0.116	0.284
PRKAA2	0.173	0.588	12.437	1.783	4.79
PRKAB2	1.273	1.389	3.52	1.663	1.703
PRKAG1	5.122	2.295	5.255	5.061	5.238
PRKDC	5.91	6.293	8.697	8.799	7.38
PRKX	0.431	0.719	0.475	0.552	1.577
PRLH	0	0	0	0	0
PRM1	0	0	0	1.204	0
PRMT6	0.195	0.526	0.6	1.033	1.987
PRND	0.046	0.026	0.005	0.248	0.009
PRO0611	1.739	2.977	0.883	0.665	2.114
PRO1768	0.467	0.694	0.459	0.241	0.206
PROC	0	0.116	0.094	0.085	0.688
PRODH2	0	0	0	0	2.454
PROKR1	0.062	0.109	0	0	0
PROZ	0	0.017	0.088	0	3.396
CTNNA3	0.116	0.365	8.475	3.366	0.134
PRPF4	2.094	1.1	2.563	2.452	3.146
PRPF40A	6.473	2.306	8.91	7.056	10.849
PRPF40B	0.469	0.621	0.787	1.178	0.891
PRPF6	11.841	10.515	12.817	20.246	14.248
PRPF8	9.055	11.357	14.346	17.524	11.074
PRPH	0.04	0.631	0.01	0.517	0
PRPS2	2.494	3.237	2.525	4.319	8.689
PRPSAP1	6.662	6.17	5.366	12.817	5.91
PRR11	2.175	2.655	1.43	1.928	0.253
PRR15	0	2.728	0	0.045	0.486
PRR19	0	0	0	0.05	0
PRR20A	0	0	0	0	0
PRR20B	0	0	0	0	0
PRR20D	0	0	0	0	0
PRR20E	0	0	0	0	0
PRR21	0	0	0	0	0
PRR7	0	0.017	0	0.077	0.025
PRRX2	0.028	0	0.057	0	0
PRSS16	0	0.224	0.007	0.066	0.058
PRSS2	0.87	1.315	0	0	0
PRSS36	0.013	0.018	0	0.067	0
PRSS48	0.186	1.954	0.34	0.115	1.108
PRUNE2	1.027	8.018	6.118	10.739	9.656
PSD	0	0.369	0.004	1.295	0.027
PSD2	0	0.108	0.045	8.149	0.008
PSD4	0.131	1.434	0.189	0.278	0.552
PSEN2	2.496	1.176	0.56	2.146	1.713
PSMA8	0	0	0	0.022	0
PSMC4	2.175	2.778	2.299	5.518	2.972
PSMC5	5.786	2.396	6.638	9.243	8.189
PSMC6	9.687	2.617	36.324	16.85	21.266
PSMD11	13.308	8.49	18.335	13.732	17.966
PSMD13	3.302	2.503	3.321	4.076	3.345
PSMD14	11.519	2.969	13.37	20.083	10.768
PSMD2	13.245	7.463	14.476	19.606	10.876
CTXN1	0	0.285	0	4.02	0.161
PSMD9	1.175	0.911	1.146	1.245	1.828
PSMF1	1.484	1.479	2.063	2.827	2.259
PSPH	1.942	2.149	2.35	3.56	14.943
PSPN	0	0	0	0	0
PTBP2	2.237	1.773	2.475	8.917	2.424
PTCD1	0.215	0.426	0.327	0.259	0.5
PTCD3	1.674	1.359	5.166	3.185	3.654
PTCRA	0.034	0	0	0	0
PTGFRN	1.46	4.446	8.909	1.163	0.933
PTGIR	0.035	0.049	0.349	0.018	0.213
PTH	0	0	0	0	0
PTH1R	0.966	0.302	0.482	0.356	14.524
PTK7	0.133	0.526	0.232	0.226	0.533
PTPN1	2.912	2.319	3.783	2.685	5.742
PTPN11	30.905	6.802	28.792	29.851	16.269
CXCR3	0	0.095	0.034	0	0
CYP2C19	0.025	0.768	0	0.386	0.038
DAD1L	0.058	0.041	0	0	0
PTPN23	1.654	2.648	2.99	3.427	3.403
PTPN4	2.747	0.985	4.08	7.438	6.16
PTPRCAP	0.283	1.985	0.329	0.334	0.409
PTPRG	4.275	1.706	5.182	3.722	7.134
PTPRJ	2.989	2.293	2.819	6.29	7.311
PTPRN	0	0.326	0	6.75	0
DCD	0.071	0	0	0	0
PTPRZ1	0.135	0.498	0.334	21.339	0.055
PTTG1	0.774	1.156	0.367	0.692	0.13
PURA	1.981	1.161	2.945	6.131	3.185
PUS10	0.347	0.338	0.382	0.209	0.881
PUS3	2.192	1.214	3.652	4.194	3.34
PVRL4	0.084	0.668	0	0.032	0.482
PWRN1	0	0.018	0	0.686	0.891
PWWP2B	0	0.1	0.065	0.098	0.032
PXDN	7.025	2.202	3.118	0.483	0.843
PXMP2	1.535	4.138	4.422	2.217	7.556
PYDC2	0	0	0	0	0
PYGB	3.102	6.399	5.537	6.907	2.199
PYGM	0.548	0.737	2.926	1.3	0.094
PYGO1	0.437	0.449	1.465	2.285	0.736
PYROXD1	2.788	0.73	3.229	3.07	3.9
QARS	11.076	14.148	7.764	8.966	8.927
QPCT	0.194	0.075	0.131	0.601	0.316
QSOX2	0.511	0.494	0.848	1.524	0.942
QTRT1	0.606	0.849	0.462	0.711	0.445
R3HDM1	6.156	3.514	5.945	26.238	6.468
DDX53	0	0.061	0	0.054	0.009
RAB17	0	1.046	0.085	0.154	5.338
RAB20	1.338	0.46	0.655	0.678	1.143
RAB2A	76.447	25.491	56.381	119.907	34.094
RAB32	1.954	0.342	0.899	0.63	0.848
RAB33B	0.408	0.12	0.506	0.411	0.407
RAB35	2.107	1.825	1.412	2.496	1.624
RAB3A	0.024	0.839	1.664	27.464	0.605
RAB3B	0	0.116	0	5.968	0.227
RAB3C	4.076	1.274	0.961	90.162	0.165
RAB3D	0.195	0.356	0.109	0.444	0.414
DEFB4	0	0	0	0	0
RAB4A	1.933	1.967	5.422	5.818	2.012
RAB5B	6.644	7.33	11.783	16.437	10.244
RAB5C	4.837	1.896	2.85	5.907	9.455
RAB9A	5.265	1.927	5.708	3.505	5.025
RABEP2	0.097	0.981	0.499	0.482	0.602
RABGGTB	5.989	4.108	6.43	8.434	8.614
DEPDC6	1.717	2.834	1.814	2.405	8.83
RACGAP1P	0.053	0.018	0.02	0.176	0.04
RAD18	0.922	0.766	0.754	1.024	0.921
RAD50	11.168	3.05	12.963	11.504	11.93
RAD51C	0.994	0.218	1.609	2.629	1.098
RADIL	0.26	0.105	0.259	0.599	0.01
RAET1E	0.041	0	0.19	0	0.314
DHDPSL	0.163	0.104	0.616	0.122	2.983
RAGE	1.215	0.891	1.301	2.625	2.425
RALGAPA2	2.95	3.922	3.285	1.344	5.264
RAMP1	0	0.255	0.718	0.292	0
RAMP3	0.382	0.153	0.484	0.253	0.385
RANBP2	5.967	1.746	9.869	8.755	8.293
RANBP9	5.839	3.585	6.785	14.837	5.378
RAP2C	3.529	2.171	4.19	3.439	5.775
RAPGEF5	2.257	1.32	2.244	12.268	1.478
RARB	0.503	0.445	3.847	2.419	3.291
RASD1	8.422	0.826	2.448	7.995	2.924
RASGEF1C	0.017	0	0	0.171	0
RASGRP3	2.629	0.888	5.784	2.802	1.983
RASIP1	0.245	0.078	0.435	0.115	0.314
RASL10A	0	0	0	0.305	0
RASL12	0.37	0.708	1.649	1.646	0.209
DIRC1	0.126	0.124	0.09	0.026	0.166
DKFZp686A1627	0	0.045	0	0.025	0.012
RAVER2	0.96	4	5.085	2.773	2.841
RAX2	0	0.012	0.009	0	0
RBBP7	27.035	18.575	49.225	46.362	27.053
RBM15	0.856	1.986	1.282	1.436	1.14
DLX6	0	0	0.073	0.656	0.021
RBM19	2.486	2.165	2.267	2.2	2.449
RBM20	0.173	0.366	7.825	0.199	0.336
RBM22	5.212	3.277	4.704	10.756	3.833
RBM26	7.488	5.941	7.99	12.675	8.809
RBM39	45.101	35.702	50.522	49.958	65.993
RBM5	29.314	33.282	18.828	29.246	21.173
DMPK	1.084	2.683	7.454	1.078	0.808
RBMY1A1	0	0	0	0	0
RBMY1B	0	0	0	0	0
RBMY1J	0	0	0	0	0
RBMY2EP	0	0	0	0	0
RBMY2FP	0	0	0	0.019	0.009
RBP1	1.213	4.17	2.183	17.579	2.728
RBP4	13.597	1.578	1.485	1.224	4.351
RBPMS	4.048	3.463	7.361	0.758	6.918
RBPMS2	1.584	4.32	26.645	0.475	2.25
RC3H1	1.797	2.205	2.167	2.26	2.28
RCAN2	2.025	1.837	37.29	25.431	3.867
RCL1	2.015	1.221	1.779	1.432	2.616
RCOR3	1.264	1.03	1.489	1.438	2.258
RCVRN	0.063	0.088	0.063	0	0.016
RDH14	4.383	3.295	10.102	7.649	5.203
RDH8	0	0	0	0	0.379
RECK	4.995	1.265	3.58	2.422	1.833
RECQL4	0.01	0.095	0.02	0	0.049
REEP2	0.105	0.037	0.178	3.899	0.018
REG3G	0.044	0	0	0	0.044
RELB	0.113	0.102	0.165	0.033	0.074
REM1	0.111	0.155	0.158	0	0.022
REN	0	0	0.471	0	10.985
RERG	2.683	1.021	1.034	1.145	4.14
RERGL	4.339	0.839	0.625	0.835	1.046
RETSAT	28.367	10.527	1.678	2.163	5.887
RFC5	1.169	1.407	0.92	1.784	1.746
RFTN1	8.489	2.296	5.875	4.064	2.125
RFTN2	0.625	0.074	0.844	4.284	0.31
RFX1	0.109	0.2	0.234	0.208	0.114
RFX3	1.491	1.405	0.706	4.917	1.296
RFX7	0.985	0.715	1.417	2.364	1.824
RFX8	0.149	0	0	0	0.011
RG9MTD1	1.891	1.212	4.788	4.466	4.003
RGAG4	0.981	0.666	0.701	3.094	0.658
RGL2	0.416	0.238	0.306	0.339	0.426
RGMB	0.81	1.955	1.951	5.661	0.628
RGPD1	0.016	0.065	0.061	0.04	0.061
RGS1	3.115	0.77	0.478	3.727	0.291
RGS19	0.208	0.032	0.023	0	0.023
RGS21	0	0	0	0	0
RGS7	0	0.211	0.008	5.808	0.281
RHAG	0.057	0.013	0.048	0	0
RHBDD1	1.929	1.632	3.092	2.951	3.663
RHBDF1	0.233	0.258	0.386	0.203	0.198
RHBDL1	0.047	0	0	0.024	0
DMXL2	5.533	2.711	3.19	14.929	5.474
DPPA2	0	0	0	0	0.08
RHEBL1	0.031	0	0.032	0.193	0
RHOB	4.902	3.074	5.119	7.155	5.037
RHOBTB3	16.559	3.04	9.442	12.982	7.748
RHOF	0	0	0	0	0
RHOJ	1.85	2.119	3.856	0.975	0.895
RHOQ	39.307	3.301	62.481	9.91	10.801
RHOXF2	0	0	0	0	0
RIBC1	0.057	0.013	0.038	0.33	0.171
RILPL1	0.994	0.725	5.627	4.26	1.109
RILPL2	6.448	1.649	3.923	3.248	7.442
RIMBP3C	0	0	0	0	0
RIMKLB	3.546	0.913	2.069	3.412	2.757
RIMS1	0.034	0.078	0.023	2.484	0.011
RIN1	0.068	0.115	0.063	0.113	0.007
RIN3	0.659	1.183	1.013	0.394	0.482
RING1	1.352	1.48	1.298	2.551	1.814
RIPK3	0.688	0.522	0.116	0.02	0.125
RIT1	5.125	2.05	7.397	4.447	10.941
RLBP1	0	0	0	0.151	0
RLN3	0	0	0	0	0
RMND5B	0.386	0.612	0.722	0.796	0.8
RNASEH2C	0.475	0.979	0.569	0.98	0.799
RND1	0.111	0	0.045	3.117	0.168
RNF10	2.453	1.905	5.495	2.561	4.415
RNF11	5.005	1.665	5.397	8.912	5.241
RNF113B	0.053	0.093	0.095	0	0.901
RNF115	1.01	1.214	8.558	1.427	2.427
RNF126	0.357	0.313	0.998	1.175	0.891
RNF135	2.081	0.752	0.727	0.352	1.645
RNF139	1.885	0.823	2.116	1.979	2.525
RNF149	1.617	1.122	2.684	2.225	2.2
RNF151	0	0	0	0	0
RNF157	0.293	0.457	0.206	3.78	0.633
DPPA4	0.026	0.037	0.02	0.027	0
RNF175	0	0.033	0.202	2.27	0.024
RNF183	0	0	0	0	0.077
RNF186	0.147	0.37	0	0	1.587
RNF213	6.914	6.259	5.03	2.8	13.206
RNF219	1.652	0.458	2.453	3.624	1.485
RNF220	1.671	3.118	2.353	7.112	2.298
RNF31	0.351	0.694	0.64	0.863	0.819
RNF4	2.755	2.095	2.734	4.81	2.989
RNF41	1.687	1.467	4.253	6.495	2.174
DULLARD	5.981	4.263	5.594	5.397	5.899
RNF7	2.699	1.68	7.213	4.141	4.484
RNGTT	1.325	1.175	1.316	3.489	1.953
RNPEP	2.526	5.446	2.488	1.633	3.381
RNPS1	11.06	14.71	24.248	43.991	13.639
RNU6ATAC	88.716	19.132	53.987	63.958	86.772
RNU86	0	0	0	2.756	0
DYDC1	0	0.069	0.025	0.506	0.05
ROBO3	0.081	0.085	0.025	0.05	0.016
ROCK1	19.194	5.531	26.869	8.652	15.944
ROCK2	21.753	5.717	20.011	20.41	14.694
ROPN1L	0	0	0.071	0.4	0.391
RORC	0	0.344	0.766	0.099	2.225
ECEL1P2	0	0.02	0	0.059	0.043
RP2	1.726	0.752	1.417	1.385	1.148
RP9P	1.699	1.804	1.279	1.724	0.815
RPF1	2.807	1.224	4.852	4.489	3.136
RPL13	20.509	24.387	29.363	25.947	18.353
RPL13AP20	0.501	0.234	0.255	0	0.338
RPL18	4.869	6.74	3.984	5.143	2.603
RPL19P12	0.712	1.973	1.43	0.601	1.619
RPL21P28	0	0	0	0	0
RPL22	46.178	24.962	62.739	30.13	45.05
RPL23A	63.825	55.803	84.965	50.35	55.432
RPL23AP64	21.241	16.994	26.501	16.093	17.395
RPL23AP82	0.812	0.391	0.374	2.121	0.461
RPL23P8	0.632	0.787	0.784	0.652	0.603
RPL26	178.301	94.817	215.6	139.124	148.296
RPL27	272.628	349.613	230.057	128.052	107.651
RPL29P2	0.113	0.079	0	0	0
EIF2A	4.449	0.961	6.863	5.753	5.167
RPL36A	119.99	107.637	111.398	87.012	87.988
RPL37A	53.85	45.893	86.921	50.671	51.01
RPL38	61.612	42.858	80.051	71.003	44.041
RPL41	92.074	104.887	58.271	70.367	83.612
RPPH1	185.97	86.344	115.788	425.898	248.808
RPRD1A	5.465	3.568	7.606	14.705	5.97
RPRM	0	0.087	0	0.927	0.076
RPS10P7	6.628	7.149	3.772	8.714	2.78
RPS11	19.536	20.563	22.683	13.314	20.063
RPS18	303.449	308.717	294.832	152.398	207.919
RPS20	60.753	20.841	51.288	26.893	37.192
RPS23	12.332	15.495	16.746	22.615	13.041
RPS26	0.377	0.566	0.273	0.333	0.272
RPS27L	18.089	15.633	24.214	11.954	22.543
RPS29	117.891	160.698	64.085	100.077	35.747
RPS6KA3	6.468	7.491	7.486	4.934	7.683
RPS6KA4	0.679	1.082	1.67	1.051	0.81
RPS6KA6	0.157	1.128	0.282	2.796	2.261
RPS6KB1	3.218	2.568	2.825	3.456	2.235
RPS9	13.905	15.508	12.262	10.256	10.974
RPSA	2.247	2.536	1.141	1.523	1.456
RRAGB	2.11	1.562	1.563	7.835	3.415
RRM2B	7.508	2.285	7.752	12.251	8.244
RRN3P3	0.442	1.135	0.426	0.775	0.893
RRP7A	1.585	1.558	1.454	1.824	0.908
RRP9	0.738	1	0.918	0.737	1.346
RSC1A1	3.466	0.735	1.76	1.533	2.83
RSL1D1	5.199	1.923	6.869	5.674	4.441
RSPH10B	0	0	0	0	0
EIF5AL1	0.383	0.302	0.423	0.346	0.338
RTL1	0.018	0.074	0.022	0.244	0.022
ELP4	1.758	1.182	3.759	4.111	4.97
RTN4RL2	0.029	0.041	0.015	0.39	0.161
RTP3	0	0	0.205	0	0.136
RTTN	0.44	0.62	0.512	0.609	1.461
RUFY3	2.085	2.419	2.09	24.753	5.041
BRIP1	0.225	2.079	0.127	0.066	0.081
RUNX3	0.206	0.289	0.092	0.062	0.091
RUSC1	0.527	0.45	0.417	4.566	0.543
RXRA	4.189	2.821	3.537	3.519	3.451
RYBP	1.661	1.302	2.278	3.291	3.359
RYK	4.598	2.948	9.649	2.896	6.547
RYR3	0.092	0.522	0.064	2.136	0.195
S100A1	10.2	2.554	122.616	42.036	24.909
S100A10	92.131	46.53	76.812	15.443	49.191
S100A12	2.443	0	29.283	4.797	0.318
S100A7	0.084	0	0	0	0
S100A8	0.63	0.315	44.594	5.386	1.182
S100B	32.87	4.078	1.215	122.949	0.131
S100G	0	0.057	0	0	0
S100Z	0	0	0.163	0.033	0
S1PR2	0.369	0.222	0.629	0.085	0.124
S1PR3	1.004	0.428	4.977	1.423	3.408
S1PR4	0	0.033	0	0.073	0
SAA4	0.174	0.608	0.382	0	0
SAC3D1	0.703	0.804	0.286	1.185	0.603
SAFB2	7.039	9.471	11.669	13.452	17.893
SALL4	0	0	0	0.011	0.011
SAMD10	0.101	0.106	0.145	0.243	0.298
SAMD4A	5.465	2.304	11.279	5.292	1.624
SAMD4B	0.605	0.767	1.312	1.316	1.074
SAMD7	0	0	0.016	0	0
SAMD8	2.516	0.821	3.2	5.092	1.961
SAMD9	2.31	1.031	2.533	1.23	1.88
SAP30	4.768	3.385	11.935	11.07	3.628
C10orf104	6.321	5.658	15.713	3.404	8.769
C10orf119	2.113	1.716	4.593	2.904	3.559
C10orf75	0.707	1.902	0.246	4.53	0.582
SAR1B	41.877	16.902	45.857	57.534	38.124
SATL1	0.218	0.035	0.187	0.294	0.372
SBF1	0.504	0.622	0.335	1.489	0.541
SBNO2	0.194	0.256	0.299	0.3	0.26
SC4MOL	0.297	0.638	0.332	3.456	2.281
SC5DL	1.716	0.898	2.042	8.151	4.11
SCAF1	0.707	0.823	0.419	0.931	0.628
SCARA3	1.095	0.661	0.425	2.746	0.228
SCARB1	0.804	0.169	0.082	0.636	0.196
SCARNA13	0	0	0	0	0
SCARNA16	1.767	0.55	0.598	0	0
SCARNA20	0	0	0	0	0
SCARNA27	0.583	1.429	0	0	0.441
SCARNA3	0.51	1.071	0.388	0.263	0.386
SCARNA5	87.573	36.074	35.675	52.473	136.99
SCARNA7	33.382	96.235	60.106	31.804	141.811
SCG3	0.023	0.577	0.046	50.539	0.091
SCGB1A1	0	0	0.044	0	0
SCGB1C1	0	0	0	0	0
SCGB1D4	0	0	0	0	0
SCGB3A1	0.079	0	0	0.163	0.08
SCGB3A2	0	0	0.072	0.074	0
SCIN	2.142	2.981	0.051	6.941	15.563
SCLY	0.582	0.293	0.962	0.878	3.535
SCML2	0.122	0.147	0.049	0.063	0.137
SCN10A	0	0	0	0	0
SCN2B	0.052	0.131	0.492	8.137	0.087
SCNN1G	0.01	0.456	0	0.108	5.32
SCO1	6.197	6.216	8.439	8.014	9.07
SCRG1	0.204	1.055	1.839	29.95	0.411
SCRN2	1.363	0.674	0.356	0.807	1.913
SCRT2	0.031	0.036	0.016	0.021	0.005
SCUBE2	1.916	0.681	0.035	0.294	0.064
SCUBE3	0.201	0.719	1.035	0.281	0.794
SCYL2	3.176	2.244	6.263	5.04	6.692
SDC2	12.855	3.047	9.548	5.534	8.119
SDC4	2.826	9.412	14.267	10.56	40.212
C12orf30	2.217	2.162	3.267	3.677	2.81
C12orf4	3.327	0.902	2.538	5.1	2.651
SDCCAG8	7.135	3.437	10.094	17.344	8.124
SDF2	2.903	3.636	3.746	4.512	5.674
SDHA	4.488	4.51	9.848	5.805	6.131
SDHAP1	0.28	0.589	0.187	0.243	0.573
SDHAP3	0.351	0.291	0.308	0.099	0.21
SDK2	0.021	0.177	0.151	0.456	0.08
C13orf15	3.712	0.395	0.303	0.821	0.318
SDSL	0.526	0.497	0.28	0.19	1.155
C13orf37	1.096	0.416	1.878	4.32	1.853
SEC16A	1.588	2.141	1.522	2.2	2.122
SEC22B	23.956	9.715	20.331	19.496	20.19
SEC24A	1.667	0.725	2.166	1.127	1.666
SEC61B	2.81	0.869	1.46	1.079	2.408
SEC62	16.269	2.669	9.391	21.693	13.045
SEC63	13.016	2.888	14.475	15.622	11.798
SEL1L	10.385	3.55	10.57	11.309	9.858
SEL1L3	1.566	6.472	1.672	2.266	3.399
SELPLG	0.913	0.365	0.441	0.628	0.161
SELS	12.676	10.836	31.664	16.734	16.663
C14orf126	8.385	2.725	3.415	8.002	4.047
SEMA5A	0.784	1.89	2.758	3.607	3.616
SENP3	1.374	1.894	1.973	2.973	2.306
SENP6	4.448	1.74	6.462	6.152	6.382
SEPW1	2.921	4.033	8.029	10.721	2.402
SEPX1	0.054	0.339	0.15	0.305	0.8
SERGEF	2.189	1.757	1.373	8.045	1.838
SERINC5	2.849	8.311	2.189	7.696	2.49
SERPINA12	0	0	0	0	0.018
SERPINA6	0	0.327	0	0	4.424
